trial_id,layout_index,initial_sigma,repeat_index,offset_x,offset_y,in_sample,gap_bin,gap_percent,n_candidates
92,11,0.01,9,-0.004830438845369509,-0.017659489664923617,False,1–<5%,2.950675184677567,2
93,11,0.01,10,0.001421099508002433,0.00828133452986077,False,1–<5%,2.950675184677567,2
94,11,0.01,11,-0.009203878588428409,-0.0015317119210058888,False,1–<5%,2.950675184677567,2
95,11,0.01,12,0.0034015946476328653,-0.003945524820465597,False,1–<5%,2.950675184677567,2
96,11,0.01,13,0.008766732405656483,-0.01057029601603793,False,1–<5%,2.950675184677567,2
97,11,0.01,14,0.003775841176093997,-8.608130765717567e-05,False,1–<5%,2.950675184677567,2
98,11,0.01,15,-0.010489840142970351,-0.013087144756438032,False,1–<5%,2.950675184677567,2
99,11,0.01,16,-0.008088200826411554,-0.0011173024852673325,False,1–<5%,2.950675184677567,2
100,11,0.01,17,-0.00029900232314533935,0.002449542508539726,False,1–<5%,2.950675184677567,2
101,11,0.01,18,-0.0073367234911040115,0.00026824432969556377,False,1–<5%,2.950675184677567,2
102,11,0.01,19,-0.013427792844451641,-0.009157768589374985,False,1–<5%,2.950675184677567,2
103,11,0.05,0,-0.048770200723864066,-0.04215112272271197,False,1–<5%,2.950675184677567,2
104,11,0.05,1,0.03804735928330283,0.050745511992503184,False,1–<5%,2.950675184677567,2
105,11,0.05,2,0.02689517713880567,0.05700581575979666,False,1–<5%,2.950675184677567,2
106,11,0.05,3,0.015532069319828964,-0.07170933468474008,False,1–<5%,2.950675184677567,2
107,11,0.05,4,0.03547610533125908,0.06758314884163034,False,1–<5%,2.950675184677567,2
108,11,0.05,5,-0.08755903220617763,-0.04466763623754752,False,1–<5%,2.950675184677567,2
109,11,0.05,6,0.0018899243624460112,-0.13540531856173096,False,1–<5%,2.950675184677567,2
110,11,0.05,7,0.035430369083106074,0.05046386719766151,False,1–<5%,2.950675184677567,2
111,11,0.05,8,-0.05388957020159111,-0.029055473130498263,False,1–<5%,2.950675184677567,2
112,11,0.05,9,-0.024152194226847546,-0.0882974483246181,False,1–<5%,2.950675184677567,2
113,11,0.05,10,0.007105497540012166,0.04140667264930385,False,1–<5%,2.950675184677567,2
114,11,0.05,11,-0.046019392942142044,-0.007658559605029445,False,1–<5%,2.950675184677567,2
115,11,0.05,12,0.017007973238164328,-0.019727624102327986,False,1–<5%,2.950675184677567,2
116,11,0.05,13,0.04383366202828242,-0.05285148008018965,False,1–<5%,2.950675184677567,2
117,11,0.05,14,0.018879205880469985,-0.0004304065382858784,False,1–<5%,2.950675184677567,2
118,11,0.05,15,-0.052449200714851756,-0.06543572378219016,False,1–<5%,2.950675184677567,2
119,11,0.05,16,-0.04044100413205778,-0.005586512426336663,False,1–<5%,2.950675184677567,2
120,11,0.05,17,-0.001495011615726697,0.01224771254269863,False,1–<5%,2.950675184677567,2
121,11,0.05,18,-0.03668361745552006,0.001341221648477819,False,1–<5%,2.950675184677567,2
122,11,0.05,19,-0.06713896422225821,-0.04578884294687492,False,1–<5%,2.950675184677567,2
123,12,0.0,0,0.0,0.0,False,1–<5%,4.209202621199474,3
124,12,0.01,0,-0.010177769463729083,0.010608993158622107,False,1–<5%,4.209202621199474,3
125,12,0.01,1,0.010615506183701797,-0.0008964960364098186,False,1–<5%,4.209202621199474,3
126,12,0.01,2,-0.01370545011759042,-0.005081373516410858,False,1–<5%,4.209202621199474,3
127,12,0.01,3,0.010355853522764467,-0.0010158138523159931,False,1–<5%,4.209202621199474,3
128,12,0.01,4,-0.008236490086285866,0.009479001999279365,False,1–<5%,4.209202621199474,3
129,12,0.01,5,0.015911858479507136,-0.01538680505021769,False,1–<5%,4.209202621199474,3
130,12,0.01,6,-0.01078650339757383,0.008883668933299857,False,1–<5%,4.209202621199474,3
131,12,0.01,7,0.022604312054475644,0.0044400338874348065,False,1–<5%,4.209202621199474,3
132,12,0.01,8,-0.007487058760612356,0.005909672977189668,False,1–<5%,4.209202621199474,3
133,12,0.01,9,-0.0034841701630088547,0.023067028245644036,False,1–<5%,4.209202621199474,3
134,12,0.01,10,0.006769572395849216,0.0005113578598691373,False,1–<5%,4.209202621199474,3
135,12,0.01,11,-0.012558553751935578,0.01830580689461128,False,1–<5%,4.209202621199474,3
136,12,0.01,12,-0.012213201329687734,0.0013979578484018139,False,1–<5%,4.209202621199474,3
137,12,0.01,13,0.010844459294920807,-0.0027646355077599,False,1–<5%,4.209202621199474,3
138,12,0.01,14,0.0010145421859684102,-0.007510368547430051,False,1–<5%,4.209202621199474,3
139,12,0.01,15,-0.012489088224635885,-0.009998702679518938,False,1–<5%,4.209202621199474,3
140,12,0.01,16,0.004625876729471862,0.0010327462856452492,False,1–<5%,4.209202621199474,3
141,12,0.01,17,-0.0008812816869335413,0.008342509482892512,False,1–<5%,4.209202621199474,3
142,12,0.01,18,0.0005890559365446957,0.014571097745420598,False,1–<5%,4.209202621199474,3
143,12,0.01,19,-0.013489881112641385,-0.006966091862880532,False,1–<5%,4.209202621199474,3
144,12,0.05,0,-0.05088884731864542,0.053044965793110535,False,1–<5%,4.209202621199474,3
145,12,0.05,1,0.05307753091850899,-0.004482480182049093,False,1–<5%,4.209202621199474,3
146,12,0.05,2,-0.0685272505879521,-0.02540686758205429,False,1–<5%,4.209202621199474,3
147,12,0.05,3,0.05177926761382234,-0.0050790692615799654,False,1–<5%,4.209202621199474,3
148,12,0.05,4,-0.04118245043142933,0.04739500999639682,False,1–<5%,4.209202621199474,3
149,12,0.05,5,0.07955929239753569,-0.07693402525108844,False,1–<5%,4.209202621199474,3
150,12,0.05,6,-0.053932516987869154,0.044418344666499285,False,1–<5%,4.209202621199474,3
151,12,0.05,7,0.11302156027237822,0.022200169437174032,False,1–<5%,4.209202621199474,3
152,12,0.05,8,-0.03743529380306178,0.029548364885948343,False,1–<5%,4.209202621199474,3
153,12,0.05,9,-0.017420850815044273,0.11533514122822018,False,1–<5%,4.209202621199474,3
154,12,0.05,10,0.03384786197924608,0.0025567892993456865,False,1–<5%,4.209202621199474,3
155,12,0.05,11,-0.06279276875967789,0.0915290344730564,False,1–<5%,4.209202621199474,3
156,12,0.05,12,-0.06106600664843867,0.006989789242009069,False,1–<5%,4.209202621199474,3
157,12,0.05,13,0.05422229647460404,-0.0138231775387995,False,1–<5%,4.209202621199474,3
158,12,0.05,14,0.005072710929842051,-0.03755184273715026,False,1–<5%,4.209202621199474,3
159,12,0.05,15,-0.06244544112317943,-0.04999351339759469,False,1–<5%,4.209202621199474,3
160,12,0.05,16,0.023129383647359312,0.005163731428226246,False,1–<5%,4.209202621199474,3
161,12,0.05,17,-0.004406408434667707,0.041712547414462564,False,1–<5%,4.209202621199474,3
162,12,0.05,18,0.0029452796827234787,0.072855488727103,False,1–<5%,4.209202621199474,3
163,12,0.05,19,-0.06744940556320693,-0.034830459314402665,False,1–<5%,4.209202621199474,3
164,13,0.0,0,0.0,0.0,False,5–<10%,6.603106762431123,1
165,13,0.01,0,0.019729943690953298,0.002614383119059354,False,5–<10%,6.603106762431123,1
166,13,0.01,1,-0.012506457943574831,-0.02115648127905517,False,5–<10%,6.603106762431123,1
167,13,0.01,2,0.00984101227122415,0.00938474790703795,False,5–<10%,6.603106762431123,1
168,13,0.01,3,-2.416590756024697e-05,0.0034148653501390827,False,5–<10%,6.603106762431123,1
169,13,0.01,4,0.006960449350770218,-0.015607741336358276,False,5–<10%,6.603106762431123,1
170,13,0.01,5,-0.011888553154396637,0.011341611711286432,False,5–<10%,6.603106762431123,1
171,13,0.01,6,-0.013143814880158922,-0.0010751352659851149,False,5–<10%,6.603106762431123,1
172,13,0.01,7,-0.001519099093102924,0.013529026718061504,False,5–<10%,6.603106762431123,1
173,13,0.01,8,0.014097999749728125,0.010520553599069978,False,5–<10%,6.603106762431123,1
174,13,0.01,9,-0.008353037362809266,-0.006716185536006487,False,5–<10%,6.603106762431123,1
175,13,0.01,10,-0.01100679444327343,-0.020868228102037964,False,5–<10%,6.603106762431123,1
176,13,0.01,11,-0.012665725753280689,0.007658277090656846,False,5–<10%,6.603106762431123,1
177,13,0.01,12,0.023027875230891885,-0.023289579305009658,False,5–<10%,6.603106762431123,1
178,13,0.01,13,-0.0037090640746227864,0.0025606665555462493,False,5–<10%,6.603106762431123,1
179,13,0.01,14,0.0013160968022098948,-0.00717617148761879,False,5–<10%,6.603106762431123,1
180,13,0.01,15,-0.010791209313766209,-0.007602647799244231,False,5–<10%,6.603106762431123,1
181,13,0.01,16,0.017833875968158445,0.0008306839095669567,False,5–<10%,6.603106762431123,1
182,13,0.01,17,-0.0018742788095119254,-0.005906688267849103,False,5–<10%,6.603106762431123,1
183,13,0.01,18,-0.007309285221532165,-0.000194694082155339,False,5–<10%,6.603106762431123,1
184,13,0.01,19,0.007852727478975394,-0.0155359769805625,False,5–<10%,6.603106762431123,1
185,13,0.05,0,0.0986497184547665,0.013071915595296772,False,5–<10%,6.603106762431123,1
186,13,0.05,1,-0.06253228971787415,-0.10578240639527586,False,5–<10%,6.603106762431123,1
187,13,0.05,2,0.04920506135612076,0.04692373953518975,False,5–<10%,6.603106762431123,1
188,13,0.05,3,-0.00012082953780123485,0.017074326750695413,False,5–<10%,6.603106762431123,1
189,13,0.05,4,0.034802246753851095,-0.07803870668179139,False,5–<10%,6.603106762431123,1
190,13,0.05,5,-0.05944276577198319,0.05670805855643216,False,5–<10%,6.603106762431123,1
191,13,0.05,6,-0.06571907440079461,-0.005375676329925574,False,5–<10%,6.603106762431123,1
192,13,0.05,7,-0.00759549546551462,0.06764513359030752,False,5–<10%,6.603106762431123,1
193,13,0.05,8,0.07048999874864063,0.05260276799534989,False,5–<10%,6.603106762431123,1
194,13,0.05,9,-0.04176518681404633,-0.03358092768003244,False,5–<10%,6.603106762431123,1
195,13,0.05,10,-0.05503397221636716,-0.10434114051018982,False,5–<10%,6.603106762431123,1
196,13,0.05,11,-0.06332862876640344,0.038291385453284234,False,5–<10%,6.603106762431123,1
197,13,0.05,12,0.11513937615445942,-0.11644789652504828,False,5–<10%,6.603106762431123,1
198,13,0.05,13,-0.018545320373113933,0.012803332777731248,False,5–<10%,6.603106762431123,1
199,13,0.05,14,0.006580484011049475,-0.03588085743809395,False,5–<10%,6.603106762431123,1
200,13,0.05,15,-0.053956046568831045,-0.03801323899622116,False,5–<10%,6.603106762431123,1
201,13,0.05,16,0.08916937984079222,0.004153419547834784,False,5–<10%,6.603106762431123,1
202,13,0.05,17,-0.009371394047559626,-0.029533441339245514,False,5–<10%,6.603106762431123,1
203,13,0.05,18,-0.036546426107660825,-0.000973470410776695,False,5–<10%,6.603106762431123,1
204,13,0.05,19,0.039263637394876975,-0.0776798849028125,False,5–<10%,6.603106762431123,1
205,15,0.0,0,0.0,0.0,True,≥10%,14.562346224132924,1
206,15,0.01,0,0.00014718836167820624,0.008219802043930571,True,≥10%,14.562346224132924,1
207,15,0.01,1,0.013151914065656084,-0.008407823215725455,True,≥10%,14.562346224132924,1
208,15,0.01,2,-0.006009051010590284,0.014824726610784997,True,≥10%,14.562346224132924,1
209,15,0.01,3,0.01893508011632325,0.003928577721022217,True,≥10%,14.562346224132924,1
210,15,0.01,4,-0.014550869204492807,-0.0010575630630709073,True,≥10%,14.562346224132924,1
211,15,0.01,5,0.014634325165096291,0.010553432199423465,True,≥10%,14.562346224132924,1
212,15,0.01,6,-0.012763226454842607,0.006665647597622736,True,≥10%,14.562346224132924,1
213,15,0.01,7,0.00227952649939158,-0.016782925544600792,True,≥10%,14.562346224132924,1
214,15,0.01,8,-0.0004687481290034881,0.008350320717586488,True,≥10%,14.562346224132924,1
215,15,0.01,9,0.002459306447879814,-0.004061764969630697,True,≥10%,14.562346224132924,1
216,15,0.01,10,0.0034840811261196637,-0.0044898022108516575,True,≥10%,14.562346224132924,1
217,15,0.01,11,-0.01775826241161917,-0.010907464627683163,True,≥10%,14.562346224132924,1
218,15,0.01,12,0.002021040881608386,0.014351733302222225,True,≥10%,14.562346224132924,1
219,15,0.01,13,-0.00991598694650696,-0.021415801922110293,True,≥10%,14.562346224132924,1
220,15,0.01,14,-0.012452937289996751,0.0037453326754636946,True,≥10%,14.562346224132924,1
221,15,0.01,15,-0.00021459473346892768,-0.005526372987803015,True,≥10%,14.562346224132924,1
222,15,0.01,16,-0.01731612403088458,-0.005340536063403487,True,≥10%,14.562346224132924,1
223,15,0.01,17,0.0038145805251752437,0.0010118060662322873,True,≥10%,14.562346224132924,1
224,15,0.01,18,-0.010901211496022625,0.003519266544404244,True,≥10%,14.562346224132924,1
225,15,0.01,19,0.004542407363213416,0.019801544847043953,True,≥10%,14.562346224132924,1
226,15,0.05,0,0.0007359418083910311,0.04109901021965286,True,≥10%,14.562346224132924,1
227,15,0.05,1,0.06575957032828042,-0.04203911607862727,True,≥10%,14.562346224132924,1
228,15,0.05,2,-0.03004525505295142,0.07412363305392498,True,≥10%,14.562346224132924,1
229,15,0.05,3,0.09467540058161626,0.019642888605111083,True,≥10%,14.562346224132924,1
230,15,0.05,4,-0.07275434602246404,-0.005287815315354537,True,≥10%,14.562346224132924,1
231,15,0.05,5,0.07317162582548146,0.05276716099711733,True,≥10%,14.562346224132924,1
232,15,0.05,6,-0.06381613227421304,0.03332823798811368,True,≥10%,14.562346224132924,1
233,15,0.05,7,0.011397632496957901,-0.08391462772300395,True,≥10%,14.562346224132924,1
234,15,0.05,8,-0.0023437406450174405,0.041751603587932444,True,≥10%,14.562346224132924,1
235,15,0.05,9,0.012296532239399069,-0.020308824848153485,True,≥10%,14.562346224132924,1
236,15,0.05,10,0.01742040563059832,-0.022449011054258287,True,≥10%,14.562346224132924,1
237,15,0.05,11,-0.08879131205809584,-0.05453732313841582,True,≥10%,14.562346224132924,1
238,15,0.05,12,0.010105204408041931,0.07175866651111112,True,≥10%,14.562346224132924,1
239,15,0.05,13,-0.0495799347325348,-0.10707900961055146,True,≥10%,14.562346224132924,1
240,15,0.05,14,-0.06226468644998376,0.018726663377318473,True,≥10%,14.562346224132924,1
241,15,0.05,15,-0.0010729736673446384,-0.027631864939015073,True,≥10%,14.562346224132924,1
242,15,0.05,16,-0.08658062015442289,-0.026702680317017436,True,≥10%,14.562346224132924,1
243,15,0.05,17,0.019072902625876218,0.005059030331161438,True,≥10%,14.562346224132924,1
244,15,0.05,18,-0.054506057480113126,0.01759633272202122,True,≥10%,14.562346224132924,1
245,15,0.05,19,0.02271203681606708,0.09900772423521977,True,≥10%,14.562346224132924,1
246,20,0.0,0,0.0,0.0,False,1–<5%,1.2884363003385566,3
247,20,0.01,0,-0.0032874244239947284,-0.00989173815058196,False,1–<5%,1.2884363003385566,3
248,20,0.01,1,-0.003912834998558332,0.004853683817888833,False,1–<5%,1.2884363003385566,3
249,20,0.01,2,0.0064851824912230795,0.002405247050677795,False,1–<5%,1.2884363003385566,3
250,20,0.01,3,0.0015466469416527862,0.004906971329954737,False,1–<5%,1.2884363003385566,3
251,20,0.01,4,0.005803827082927283,-0.0018766515835947565,False,1–<5%,1.2884363003385566,3
252,20,0.01,5,-0.006291965190631933,-0.002052166099868675,False,1–<5%,1.2884363003385566,3
253,20,0.01,6,0.005493287283997037,-0.0010248177942014552,False,1–<5%,1.2884363003385566,3
254,20,0.01,7,-0.012921678476950527,-0.005304378465535865,False,1–<5%,1.2884363003385566,3
255,20,0.01,8,-0.014604072418976446,0.00872515598438135,False,1–<5%,1.2884363003385566,3
256,20,0.01,9,-0.003448106240114669,-0.019811977848140955,False,1–<5%,1.2884363003385566,3
257,20,0.01,10,0.012959966882688833,-0.002023372383084109,False,1–<5%,1.2884363003385566,3
258,20,0.01,11,-0.014986098884883106,-0.005108954347570986,False,1–<5%,1.2884363003385566,3
259,20,0.01,12,-0.004105366838463456,-0.0013825495383004358,False,1–<5%,1.2884363003385566,3
260,20,0.01,13,0.012718770982286543,0.017076242203513805,False,1–<5%,1.2884363003385566,3
261,20,0.01,14,0.001862916880453373,-0.006943298172907104,False,1–<5%,1.2884363003385566,3
262,20,0.01,15,-0.0073604332681289665,0.0038953202843493013,False,1–<5%,1.2884363003385566,3
263,20,0.01,16,-0.007462720593569366,-0.01384386122650076,False,1–<5%,1.2884363003385566,3
264,20,0.01,17,0.013650724617635892,0.01345852654730924,False,1–<5%,1.2884363003385566,3
265,20,0.01,18,-0.014161932797150232,-0.0016640999540381337,False,1–<5%,1.2884363003385566,3
266,20,0.01,19,0.002992542796377387,-0.0033501062449051576,False,1–<5%,1.2884363003385566,3
267,20,0.05,0,-0.01643712211997364,-0.04945869075290981,False,1–<5%,1.2884363003385566,3
268,20,0.05,1,-0.019564174992791658,0.024268419089444167,False,1–<5%,1.2884363003385566,3
269,20,0.05,2,0.0324259124561154,0.012026235253388974,False,1–<5%,1.2884363003385566,3
270,20,0.05,3,0.007733234708263931,0.024534856649773687,False,1–<5%,1.2884363003385566,3
271,20,0.05,4,0.029019135414636417,-0.009383257917973783,False,1–<5%,1.2884363003385566,3
272,20,0.05,5,-0.031459825953159666,-0.010260830499343376,False,1–<5%,1.2884363003385566,3
273,20,0.05,6,0.027466436419985186,-0.005124088971007277,False,1–<5%,1.2884363003385566,3
274,20,0.05,7,-0.06460839238475263,-0.026521892327679326,False,1–<5%,1.2884363003385566,3
275,20,0.05,8,-0.07302036209488223,0.04362577992190675,False,1–<5%,1.2884363003385566,3
276,20,0.05,9,-0.017240531200573346,-0.09905988924070477,False,1–<5%,1.2884363003385566,3
277,20,0.05,10,0.06479983441344417,-0.010116861915420546,False,1–<5%,1.2884363003385566,3
278,20,0.05,11,-0.07493049442441553,-0.025544771737854927,False,1–<5%,1.2884363003385566,3
279,20,0.05,12,-0.02052683419231728,-0.006912747691502179,False,1–<5%,1.2884363003385566,3
280,20,0.05,13,0.06359385491143271,0.08538121101756901,False,1–<5%,1.2884363003385566,3
281,20,0.05,14,0.009314584402266865,-0.03471649086453552,False,1–<5%,1.2884363003385566,3
282,20,0.05,15,-0.036802166340644836,0.01947660142174651,False,1–<5%,1.2884363003385566,3
283,20,0.05,16,-0.03731360296784683,-0.06921930613250381,False,1–<5%,1.2884363003385566,3
284,20,0.05,17,0.06825362308817946,0.0672926327365462,False,1–<5%,1.2884363003385566,3
285,20,0.05,18,-0.07080966398575116,-0.008320499770190668,False,1–<5%,1.2884363003385566,3
286,20,0.05,19,0.014962713981886935,-0.01675053122452579,False,1–<5%,1.2884363003385566,3
287,28,0.0,0,0.0,0.0,True,≥10%,14.358814176609716,1
288,28,0.01,0,-0.00040933946466183136,-0.009329103039315691,True,≥10%,14.358814176609716,1
289,28,0.01,1,-0.0020752899352400288,-0.012231516691826596,True,≥10%,14.358814176609716,1
290,28,0.01,2,-0.00864762442714884,0.00033057136197939404,True,≥10%,14.358814176609716,1
291,28,0.01,3,-0.0008333452784159066,-9.592153294228243e-05,True,≥10%,14.358814176609716,1
292,28,0.01,4,0.00012477216508268967,0.0028341365595330147,True,≥10%,14.358814176609716,1
293,28,0.01,5,-0.02465036608610244,-0.012335517999668158,True,≥10%,14.358814176609716,1
294,28,0.01,6,-0.008821626789049231,0.012136445330045544,True,≥10%,14.358814176609716,1
295,28,0.01,7,-0.004084937110614485,0.007216728204956657,True,≥10%,14.358814176609716,1
